Country;Currency;Technology;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Austria;USD (2022 prices and exchange rates);Renewables;..;..;..;10,396;13,445;15,437;18,666;14,116;13,621;15,202;7,852;7,569;5,749;5,679;8,662;4,785;3,198;7,324;6,307;8,629;11,137;13,186;10,251;12,268;16,117;15,145;10,53;12,554;15,128;15,317;14,494;17,91;20,119;21,08;33,951;44,492;45,603;43,672;36,871;37,888;40,731;27,205;36,802;25,492;27,203;27,178;24,22;22,641;31,126;..
Austria;USD (2022 prices and exchange rates);Nuclear;..;..;..;17,244;17,438;13,403;11,988;12,174;12,477;16,886;16,385;15,484;5,239;4,751;3,882;3,411;1,643;3,902;3,033;3,703;2,685;2,672;2,328;2,773;3,901;4,825;4,359;5,316;5,416;4,492;4,904;4,932;5,344;4,675;6,18;4,074;4,158;3,501;3,29;3,262;1,898;1,601;1,832;1,45;2,146;1,855;1,765;1,726;1,64;..
Austria;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;2,762;9,356;1,651;3,286;3,612;4,783;2,888;4,921;5,013;10,323;2,086;3,819;5,525;9,477;10,832;9,77;45,464;31,575;..
Austria;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;13,677;10,345;6,542;12,117;12,328;11,008;8,79;10,703;11,352;9,177;9,065;10,163;7,121;4,448;8,383;5,259;5,546;7,097;5,973;6,959;6,064;6,838;4,953;5,188;7,294;5,921;6,1;11,416;5,755;5,213;3,232;7,209;8,856;23,84;16,298;29,949;28,317;44,345;44,13;37,427;44,41;33,986;23,747;36,438;49,826;35,74;..
Austria;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;4,56;17,732;9,685;6,5;6,47;6,521;9,474;12,617;11,577;4,06;4,714;4,178;1,587;1,087;1,654;2,27;3,4;1,874;2,714;3,305;4,479;5,881;4,904;5,258;6,656;6,116;4,153;4,507;3,502;5,738;2,543;11,719;13,199;8,911;8,282;7,829;7,68;4,172;7,418;8,318;8,161;25,651;20,442;14,233;21,055;10,575;..
Austria;USD (2022 prices and exchange rates);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;USD (2022 prices and exchange rates);Total Budget;..;..;..;65,869;81,624;68,686;74,272;68,586;75,753;72,055;78,863;74,75;46,219;40,528;47,572;27,186;19,348;33,201;27,606;36,691;40,399;40,625;40,574;42,423;44,928;43,361;37,579;47,315;45,599;38,601;50,926;49,705;61,636;45,355;98,76;126,048;164,014;161,003;156,92;160,096;179,826;157,944;170,078;166,342;177,602;172,401;174,718;247,66;225,514;..
Austria;USD (2022 prices and PPP);Energy efficiency;..;..;..;23,656;26,145;24,161;31,388;26,208;30,546;23,516;34,563;30,119;27,163;19,198;24,635;11,953;11,149;13,437;11,272;16,882;20,794;18,975;19,198;18,045;14,421;16,024;14,81;18,621;15,901;10,058;19,172;18,646;18,659;14,037;41,96;65,711;96,995;109,071;93,011;91,768;99,691;90,018;102,873;100,854;100,788;111,31;111,063;136,312;145,636;..
Austria;USD (2022 prices and PPP);Fossil fuels;..;..;..;2,031;2,977;6,184;0,741;3,986;10,735;4,376;5,661;6,844;1,097;1,774;1,947;1,255;0,38;1,908;2,523;2,922;1,829;1,689;3,586;3,591;1,244;1,363;0,921;1,288;0,825;0,915;0,88;0,43;1,728;1,605;4,832;0,871;1,587;1,902;2,154;8,377;0,996;7,001;2,338;3,619;0,904;2,215;2,389;1,113;1,953;..
Austria;USD (2022 prices and PPP);Renewables;..;..;..;13,358;17,277;19,836;23,986;18,139;17,503;19,535;10,089;9,727;7,388;7,297;11,13;6,148;4,11;9,411;8,104;11,088;14,311;16,944;13,172;15,763;20,709;19,46;13,531;16,132;19,439;19,682;18,624;23,014;25,853;27,087;43,626;57,171;58,598;56,117;47,379;48,685;52,339;34,958;47,29;32,757;34,955;34,923;31,122;29,093;39,996;..
Austria;USD (2022 prices and PPP);Nuclear;..;..;..;22,158;22,407;17,223;15,405;15,644;16,033;21,698;21,055;19,897;6,732;6,105;4,989;4,383;2,111;5,013;3,897;4,758;3,451;3,433;2,991;3,563;5,013;6,2;5,601;6,83;6,96;5,772;6,301;6,338;6,867;6,008;7,941;5,235;5,343;4,498;4,227;4,192;2,438;2,058;2,355;1,864;2,757;2,383;2,268;2,218;2,107;..
Austria;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;3,549;12,022;2,122;4,223;4,641;6,146;3,711;6,323;6,441;13,265;2,68;4,908;7,099;12,178;13,918;12,555;58,42;40,573;..
Austria;USD (2022 prices and PPP);Other power and storage technologies;..;..;..;17,575;13,294;8,407;15,57;15,841;14,145;11,295;13,753;14,587;11,792;11,648;13,059;9,151;5,716;10,772;6,758;7,126;9,12;7,675;8,942;7,792;8,786;6,364;6,667;9,373;7,608;7,839;14,669;7,394;6,699;4,153;9,264;11,38;30,634;20,943;38,484;36,387;56,983;56,706;48,093;57,066;43,67;30,514;46,822;64,025;45,924;..
Austria;USD (2022 prices and PPP);Other cross-cutting technologies/research;..;..;..;5,86;22,785;12,446;8,353;8,314;8,379;12,174;16,212;14,876;5,217;6,058;5,369;2,039;1,397;2,126;2,917;4,369;2,408;3,487;4,247;5,756;7,557;6,301;6,756;8,552;7,859;5,337;5,792;4,499;7,373;3,268;15,059;16,96;11,451;10,642;10,06;9,869;5,361;9,532;10,689;10,486;32,961;26,268;18,29;27,055;13,589;..
Austria;USD (2022 prices and PPP);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;USD (2022 prices and PPP);Total Budget;..;..;..;84,639;104,885;88,259;95,438;88,131;97,341;92,589;101,336;96,052;59,39;52,078;61,129;34,933;24,861;42,663;35,474;47,146;51,912;52,202;52,136;54,512;57,731;55,718;48,288;60,798;58,593;49,601;65,438;63,87;79,201;58,28;126,904;161,968;210,754;206,884;201,638;205,719;231,071;202,953;218,546;213,745;228,213;221,531;224,508;318,236;289,78;..
Austria;Euro (2022 prices and exchange rates);Energy efficiency;..;..;..;17,506;19,347;17,879;23,227;19,394;22,604;17,402;25,577;22,288;20,101;14,206;18,23;8,846;8,25;9,944;8,341;12,493;15,388;14,042;14,206;13,353;10,672;11,858;10,96;13,779;11,767;7,443;14,188;13,798;13,808;10,387;31,051;48,626;71,776;80,713;68,828;67,908;73,771;66,613;76,126;74,632;74,583;82,369;82,186;100,871;107,771;..
Austria;Euro (2022 prices and exchange rates);Fossil fuels;..;..;..;1,503;2,203;4,576;0,548;2,95;7,944;3,238;4,189;5,065;0,812;1,313;1,441;0,929;0,282;1,412;1,867;2,162;1,353;1,25;2,654;2,657;0,92;1,009;0,682;0,953;0,611;0,677;0,651;0,318;1,279;1,188;3,576;0,644;1,174;1,408;1,594;6,199;0,737;5,181;1,73;2,678;0,669;1,639;1,768;0,824;1,445;..
Austria;Euro (2022 prices and exchange rates);Renewables;..;..;..;9,885;12,785;14,678;17,749;13,423;12,952;14,456;7,466;7,198;5,467;5,4;8,237;4,55;3,041;6,964;5,997;8,205;10,59;12,539;9,747;11,665;15,325;14,401;10,013;11,937;14,385;14,565;13,782;17,03;19,131;20,045;32,283;42,306;43,363;41,526;35,06;36,027;38,731;25,869;34,994;24,24;25,867;25,843;23,03;21,529;29,597;..
Austria;Euro (2022 prices and exchange rates);Nuclear;..;..;..;16,397;16,581;12,745;11,399;11,576;11,864;16,056;15,58;14,724;4,982;4,518;3,692;3,244;1,562;3,71;2,884;3,521;2,553;2,54;2,214;2,637;3,71;4,588;4,145;5,055;5,15;4,271;4,663;4,69;5,081;4,446;5,876;3,874;3,954;3,329;3,128;3,102;1,804;1,523;1,742;1,379;2,04;1,763;1,679;1,642;1,559;..
Austria;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;2,626;8,897;1,57;3,125;3,434;4,548;2,746;4,679;4,767;9,816;1,984;3,632;5,253;9,012;10,299;9,291;43,231;30,024;..
Austria;Euro (2022 prices and exchange rates);Other power and storage technologies;..;..;..;13,005;9,837;6,221;11,522;11,722;10,468;8,358;10,178;10,794;8,726;8,62;9,664;6,772;4,23;7,971;5,001;5,273;6,748;5,679;6,617;5,766;6,502;4,71;4,934;6,936;5,63;5,801;10,855;5,472;4,957;3,073;6,855;8,421;22,669;15,498;28,478;26,927;42,167;41,963;35,589;42,228;32,316;22,58;34,648;47,378;33,984;..
Austria;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;4,336;16,861;9,21;6,181;6,152;6,2;9,009;11,997;11,008;3,86;4,483;3,973;1,509;1,034;1,573;2,159;3,233;1,782;2,58;3,143;4,259;5,592;4,663;4,999;6,329;5,816;3,949;4,286;3,33;5,456;2,418;11,144;12,551;8,473;7,875;7,444;7,303;3,967;7,053;7,91;7,76;24,391;19,438;13,534;20,021;10,056;..
Austria;Euro (2022 prices and exchange rates);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Euro (2022 prices and exchange rates);Total Budget;..;..;..;62,633;77,615;65,312;70,624;65,217;72,032;68,516;74,989;71,079;43,948;38,538;45,236;25,85;18,397;31,57;26,25;34,888;38,415;38,629;38,581;40,339;42,721;41,231;35,733;44,991;43,359;36,705;48,424;47,264;58,608;43,127;93,909;119,857;155,958;153,094;149,212;152,232;170,993;150,185;161,724;158,171;168,878;163,933;166,136;235,495;214,437;..
Belgium;National currency (nominal);Energy efficiency;5,801;6,073;7,04;5,31;3,624;5,022;5,87;6,916;5,622;8,017;10,01;6,423;7,816;2,677;2,975;0,719;..;6,056;2,717;6,051;8,399;7,7;10,011;8,921;13,292;4,046;..;..;..;..;..;..;..;23,127;..;..;0;44,727;77,883;51,317;51,556;53,407;44,132;43,637;56,851;68,641;126,98;30,364;73,769;..
Belgium;National currency (nominal);Fossil fuels;2,343;3,123;3,285;4,078;2,082;3,87;6,631;9,936;12,377;14,938;8,352;8,664;11,572;5,377;3,57;3,669;..;0,796;1,103;1,024;1,48;1,237;1,502;2,097;0,432;0,82;..;..;..;..;..;..;..;1,886;..;..;0;0;2,458;0,1;1,563;1,774;0,695;..;0,836;0,321;3,506;3,219;21,45;..
Belgium;National currency (nominal);Renewables;0,161;0,508;0,674;1,111;1,453;3,835;6,782;11,175;5,942;9,222;11,103;11,344;4,621;3,644;1,735;0,421;..;0,278;1,708;2,033;2,191;3,555;2,669;3,011;1,258;0,996;..;..;..;..;..;..;..;14,895;..;..;0;17,078;17,502;19,098;26,898;17,601;15,188;16,329;11,546;24,267;19,231;7,371;18,527;..
Belgium;National currency (nominal);Nuclear;42,65;60,523;60,709;68,476;55,801;55,729;71,443;54,209;58,436;47,953;58,498;60,248;57,992;59,358;52,504;39,316;..;..;..;..;23,947;24,435;36,049;37,467;49,913;40,62;..;..;..;..;..;..;..;44,341;..;..;56,086;69,72;81,453;103,553;67,021;76,387;88,734;72,914;77,382;95,507;111,757;102,981;111,655;154,96
Belgium;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,597;..;..;0;1,429;0,217;0;3,174;1,219;1,256;1,922;2,012;7,18;4,841;8,841;11,004;60
Belgium;National currency (nominal);Other power and storage technologies;8,131;8,007;8,54;0,883;0,719;1,631;3,148;1,259;0,538;0,178;0,34;0,419;0,268;0;1,487;1,116;..;0,079;2,154;6,42;3,671;5,099;5,126;1,679;4,507;2,698;..;..;..;..;..;..;..;5,021;..;..;0;14,98;27,703;17,735;12,509;8,941;12,321;20,742;15,123;29,298;19,788;24,444;13,372;..
Belgium;National currency (nominal);Other cross-cutting technologies/research;9,234;8,974;10,109;0,868;2,759;3,562;1,973;4,246;4,269;3,937;5,935;3,8;3,366;2,358;0,421;0;..;1,676;1,926;1,113;1,673;1,748;1,091;1,374;0,982;0,565;..;..;..;..;..;..;..;4,394;..;..;0;2,912;3,581;2,955;4,12;1,943;2,169;4,122;9,28;10,236;5,202;2,44;13,126;..
Belgium;National currency (nominal);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;0;0;0;0;0;0;..;..;..;..;..;..;..;0;..;..;0;0;0;0;0;0;4,366;0,528;0;1,5;0;0;0;..
Belgium;National currency (nominal);Total Budget;68,319;87,209;90,357;80,724;66,438;73,649;95,848;87,742;87,184;84,244;94,237;90,898;85,635;73,414;62,692;45,241;..;..;..;..;41,362;43,773;56,448;54,548;70,384;49,745;..;..;..;..;..;..;..;94,262;..;..;56,086;150,846;210,798;194,758;166,841;161,271;168,861;160,194;173,03;236,95;291,306;179,659;262,903;..
Belgium;National currency (2022 prices);Energy efficiency;24,737;22,942;24,73;17,345;11,339;15,037;16,882;18,856;14,246;19,277;22,842;13,93;16,557;5,589;6,074;1,403;..;11,138;4,841;10,396;14,099;12,422;16,077;14,228;20,798;6,292;..;..;..;..;..;..;..;30,828;..;..;0;56,083;95,841;62,339;61,955;63,417;51,396;49,85;63,999;76,013;138,348;32,199;73,769;..
Belgium;National currency (2022 prices);Fossil fuels;9,991;11,798;11,54;13,321;6,514;11,587;19,07;27,089;31,363;35,919;19,059;18,791;24,514;11,225;7,289;7,157;..;1,464;1,965;1,759;2,484;1,996;2,412;3,344;0,676;1,275;..;..;..;..;..;..;..;2,514;..;..;0;0;3,025;0,121;1,878;2,106;0,809;..;0,941;0,355;3,82;3,414;21,45;..
Belgium;National currency (2022 prices);Renewables;0,687;1,919;2,368;3,629;4,546;11,483;19,504;30,467;15,057;22,175;25,336;24,603;9,789;7,607;3,542;0,821;..;0,511;3,043;3,493;3,678;5,735;4,286;4,802;1,968;1,549;..;..;..;..;..;..;..;19,855;..;..;0;21,414;21,537;23,2;32,323;20,9;17,688;18,654;12,998;26,873;20,953;7,816;18,527;..
Belgium;National currency (2022 prices);Nuclear;181,869;228,635;213,258;223,68;174,586;166,863;205,464;147,795;148,073;115,305;133,488;130,667;122,848;123,919;107,197;76,696;..;..;..;..;40,198;39,418;57,893;59,756;78,098;63,168;..;..;..;..;..;..;..;59,106;..;..;71,531;87,421;100,234;125,795;80,539;90,704;103,338;83,295;87,111;105,765;121,762;109,207;111,655;..
Belgium;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,796;..;..;0;1,792;0,267;0;3,814;1,447;1,463;2,196;2,265;7,951;5,274;9,376;11,004;..
Belgium;National currency (2022 prices);Other power and storage technologies;34,672;30,248;29,999;2,884;2,25;4,884;9,053;3,433;1,363;0,428;0,776;0,909;0,568;0;3,036;2,177;..;0,145;3,838;11,03;6,162;8,226;8,232;2,678;7,052;4,196;..;..;..;..;..;..;..;6,693;..;..;0;18,783;34,091;21,544;15,032;10,617;14,349;23,695;17,024;32,445;21,559;25,922;13,372;..
Belgium;National currency (2022 prices);Other cross-cutting technologies/research;39,376;33,901;35,511;2,835;8,632;10,665;5,674;11,576;10,817;9,467;13,543;8,242;7,13;4,923;0,86;0;..;3,082;3,432;1,912;2,808;2,82;1,752;2,191;1,537;0,879;..;..;..;..;..;..;..;5,857;..;..;0;3,651;4,407;3,59;4,951;2,307;2,526;4,709;10,447;11,335;5,668;2,587;13,126;..
Belgium;National currency (2022 prices);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;0;0;0;0;0;0;..;..;..;..;..;..;..;0;..;..;0;0;0;0;0;0;5,085;0,603;0;1,661;0;0;0;..
Belgium;National currency (2022 prices);Total Budget;291,327;329,445;317,405;263,688;207,867;220,518;275,65;239,219;220,919;202,569;215,042;197,142;181,406;153,263;127,997;88,254;..;..;..;..;69,431;70,615;90,652;86,998;110,129;77,358;..;..;..;..;..;..;..;125,651;..;..;71,531;189,144;259,402;236,59;200,492;191,498;196,653;183,002;194,784;262,399;317,385;190,522;262,903;..
Belgium;USD (2022 prices and exchange rates);Energy efficiency;26,015;24,127;26,008;18,241;11,924;15,814;17,754;19,83;14,982;20,273;24,022;14,65;17,412;5,877;6,388;1,475;..;11,713;5,091;10,934;14,827;13,063;16,908;14,963;21,872;6,617;..;..;..;..;..;..;..;32,421;..;..;0;58,98;100,792;65,56;65,155;66,693;54,05;52,425;67,305;79,94;145,494;33,863;77,58;..
Belgium;USD (2022 prices and exchange rates);Fossil fuels;10,507;12,407;12,136;14,009;6,851;12,186;20,055;28,489;32,983;37,775;20,043;19,761;25,78;11,805;7,665;7,527;..;1,54;2,067;1,85;2,613;2,099;2,537;3,517;0,711;1,341;..;..;..;..;..;..;..;2,644;..;..;0;0;3,181;0,128;1,975;2,215;0,851;..;0,99;0,374;4,017;3,59;22,559;..
Belgium;USD (2022 prices and exchange rates);Renewables;0,722;2,018;2,49;3,817;4,781;12,076;20,512;32,041;15,834;23,32;26,645;25,874;10,295;8;3,725;0,864;..;0,538;3,2;3,673;3,868;6,031;4,508;5,05;2,07;1,629;..;..;..;..;..;..;..;20,881;..;..;0;22,52;22,65;24,398;33,993;21,98;18,601;19,617;13,669;28,262;22,035;8,22;19,484;..
Belgium;USD (2022 prices and exchange rates);Nuclear;191,264;240,445;224,274;235,234;183,605;175,482;216,077;155,429;155,722;121,262;140,384;137,417;129,194;130,32;112,734;80,658;..;..;..;..;42,274;41,455;60,883;62,843;82,132;66,431;..;..;..;..;..;..;..;62,16;..;..;75,226;91,937;105,412;132,293;84,699;95,39;108,677;87,598;91,611;111,228;128,052;114,849;117,423;..
Belgium;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,837;..;..;0;1,884;0,281;0;4,011;1,522;1,538;2,309;2,382;8,362;5,547;9,86;11,572;..
Belgium;USD (2022 prices and exchange rates);Other power and storage technologies;36,463;31,81;31,549;3,033;2,366;5,136;9,521;3,61;1,434;0,45;0,816;0,956;0,597;0;3,193;2,29;..;0,153;4,036;11,6;6,481;8,651;8,657;2,816;7,416;4,412;..;..;..;..;..;..;..;7,039;..;..;0;19,754;35,852;22,657;15,809;11,165;15,09;24,919;17,904;34,121;22,673;27,261;14,063;..
Belgium;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;41,41;35,652;37,345;2,982;9,078;11,216;5,967;12,174;11,376;9,956;14,243;8,667;7,499;5,177;0,904;0;..;3,242;3,609;2,011;2,953;2,966;1,843;2,305;1,616;0,924;..;..;..;..;..;..;..;6,16;..;..;0;3,84;4,634;3,775;5,207;2,426;2,656;4,952;10,986;11,921;5,96;2,721;13,804;..
Belgium;USD (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;0;0;0;0;0;0;..;..;..;..;..;..;..;0;..;..;0;0;0;0;0;0;5,347;0,634;0;1,747;0;0;0;..
Belgium;USD (2022 prices and exchange rates);Total Budget;306,376;346,463;333,801;277,31;218,605;231,91;289,89;251,576;232,331;213,033;226,15;207,326;190,777;161,18;134,61;92,813;..;..;..;..;73,017;74,262;95,335;91,492;115,818;81,354;..;..;..;..;..;..;..;132,142;..;..;75,226;198,915;272,802;248,811;210,849;201,39;206,812;192,455;204,846;275,954;333,78;200,363;276,484;..
Belgium;USD (2022 prices and PPP);Energy efficiency;33,07;30,671;33,062;23,189;15,158;20,103;22,569;25,208;19,045;25,772;30,538;18,623;22,135;7,471;8,12;1,875;..;14,89;6,472;13,899;18,848;16,606;21,493;19,021;27,805;8,412;..;..;..;..;..;..;..;41,214;..;..;0;74,977;128,129;83,341;82,827;84,782;68,711;66,644;85,56;101,622;184,957;43,047;98,622;..
Belgium;USD (2022 prices and PPP);Fossil fuels;13,357;15,772;15,427;17,809;8,709;15,491;25,495;36,216;41,929;48,02;25,479;25,121;32,772;15,007;9,744;9,569;..;1,957;2,627;2,352;3,321;2,668;3,225;4,471;0,904;1,705;..;..;..;..;..;..;..;3,361;..;..;0;0;4,044;0,162;2,511;2,816;1,082;..;1,258;0,475;5,107;4,564;28,677;..
Belgium;USD (2022 prices and PPP);Renewables;0,918;2,566;3,165;4,852;6,078;15,351;26,075;40,732;20,129;29,645;33,872;32,892;13,087;10,17;4,736;1,098;..;0,684;4,068;4,67;4,917;7,667;5,73;6,42;2,632;2,071;..;..;..;..;..;..;..;26,544;..;..;0;28,628;28,793;31,016;43,213;27,941;23,647;24,938;17,376;35,927;28,012;10,449;24,768;..
Belgium;USD (2022 prices and PPP);Nuclear;243,14;305,661;285,104;299,037;233,404;223,078;274,684;197,587;197,959;154,152;178,46;174,689;164,236;165,667;143,311;102,535;..;..;..;..;53,74;52,699;77,397;79,887;104,409;84,449;..;..;..;..;..;..;..;79,019;..;..;95,63;116,873;134,003;168,175;107,672;121,262;138,153;111,357;116,458;141,396;162,783;145,999;149,272;..
Belgium;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,064;..;..;0;2,395;0,357;0;5,099;1,935;1,956;2,935;3,028;10,63;7,051;12,535;14,711;..
Belgium;USD (2022 prices and PPP);Other power and storage technologies;46,353;40,438;40,106;3,856;3,007;6,529;12,103;4,589;1,823;0,572;1,037;1,215;0,759;0;4,059;2,91;..;0,194;5,131;14,747;8,238;10,997;11,005;3,58;9,428;5,609;..;..;..;..;..;..;..;8,948;..;..;0;25,111;45,576;28,803;20,096;14,194;19,183;31,678;22,76;43,375;28,823;34,655;17,877;..
Belgium;USD (2022 prices and PPP);Other cross-cutting technologies/research;52,641;45,322;47,474;3,791;11,54;14,258;7,586;15,476;14,462;12,656;18,106;11,018;9,533;6,581;1,149;0;..;4,121;4,588;2,557;3,754;3,77;2,342;2,93;2,054;1,175;..;..;..;..;..;..;..;7,83;..;..;0;4,881;5,891;4,799;6,619;3,084;3,377;6,295;13,966;15,154;7,577;3,459;17,548;..
Belgium;USD (2022 prices and PPP);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;0;0;0;0;0;0;..;..;..;..;..;..;..;0;..;..;0;0;0;0;0;0;6,798;0,806;0;2,221;0;0;0;..
Belgium;USD (2022 prices and PPP);Total Budget;389,474;440,435;424,338;352,524;277,897;294,81;368,516;319,811;295,346;270,814;287,489;263,559;242,522;204,897;171,12;117,987;..;..;..;..;92,822;94,404;121,193;116,308;147,231;103,42;..;..;..;..;..;..;..;167,982;..;..;95,63;252,867;346,795;316,296;268,037;256,013;262,905;244,655;260,406;350,8;424,311;254,708;351,475;..
Belgium;Euro (2022 prices and exchange rates);Energy efficiency;24,737;22,942;24,73;17,345;11,339;15,037;16,882;18,856;14,246;19,277;22,842;13,93;16,557;5,589;6,074;1,403;..;11,138;4,841;10,396;14,099;12,422;16,077;14,228;20,798;6,292;..;..;..;..;..;..;..;30,828;..;..;0;56,083;95,841;62,339;61,955;63,417;51,396;49,85;63,999;76,013;138,348;32,199;73,769;..
Belgium;Euro (2022 prices and exchange rates);Fossil fuels;9,991;11,798;11,54;13,321;6,514;11,587;19,07;27,089;31,363;35,919;19,059;18,791;24,514;11,225;7,289;7,157;..;1,464;1,965;1,759;2,484;1,996;2,412;3,344;0,676;1,275;..;..;..;..;..;..;..;2,514;..;..;0;0;3,025;0,121;1,878;2,106;0,809;..;0,941;0,355;3,82;3,414;21,45;..
Belgium;Euro (2022 prices and exchange rates);Renewables;0,687;1,919;2,368;3,629;4,546;11,483;19,504;30,467;15,057;22,175;25,336;24,603;9,789;7,607;3,542;0,821;..;0,511;3,043;3,493;3,678;5,735;4,286;4,802;1,968;1,549;..;..;..;..;..;..;..;19,855;..;..;0;21,414;21,537;23,2;32,323;20,9;17,688;18,654;12,998;26,873;20,953;7,816;18,527;..
Belgium;Euro (2022 prices and exchange rates);Nuclear;181,869;228,635;213,258;223,68;174,586;166,863;205,464;147,795;148,073;115,305;133,488;130,667;122,848;123,919;107,197;76,696;..;..;..;..;40,198;39,418;57,893;59,756;78,098;63,168;..;..;..;..;..;..;..;59,106;..;..;71,531;87,421;100,234;125,795;80,539;90,704;103,338;83,295;87,111;105,765;121,762;109,207;111,655;..
Belgium;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,796;..;..;0;1,792;0,267;0;3,814;1,447;1,463;2,196;2,265;7,951;5,274;9,376;11,004;..
Belgium;Euro (2022 prices and exchange rates);Other power and storage technologies;34,672;30,248;29,999;2,884;2,25;4,884;9,053;3,433;1,363;0,428;0,776;0,909;0,568;0;3,036;2,177;..;0,145;3,838;11,03;6,162;8,226;8,232;2,678;7,052;4,196;..;..;..;..;..;..;..;6,693;..;..;0;18,783;34,091;21,544;15,032;10,617;14,349;23,695;17,024;32,445;21,559;25,922;13,372;..
Belgium;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;39,376;33,901;35,511;2,835;8,632;10,665;5,674;11,576;10,817;9,467;13,543;8,242;7,13;4,923;0,86;0;..;3,082;3,432;1,912;2,808;2,82;1,752;2,191;1,537;0,879;..;..;..;..;..;..;..;5,857;..;..;0;3,651;4,407;3,59;4,951;2,307;2,526;4,709;10,447;11,335;5,668;2,587;13,126;..
Belgium;Euro (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;0;0;0;0;0;0;..;..;..;..;..;..;..;0;..;..;0;0;0;0;0;0;5,085;0,603;0;1,661;0;0;0;..
Belgium;Euro (2022 prices and exchange rates);Total Budget;291,327;329,445;317,405;263,688;207,867;220,518;275,65;239,219;220,919;202,569;215,042;197,142;181,406;153,263;127,997;88,254;..;..;..;..;69,431;70,615;90,652;86,998;110,129;77,358;..;..;..;..;..;..;..;125,651;..;..;71,531;189,144;259,402;236,59;200,492;191,498;196,653;183,002;194,784;262,399;317,385;190,522;262,903;..
Brazil;National currency (nominal);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100,853;123,85;112,592;206,817;247,321;270,235;227,312;298,306;..;..;..
Brazil;National currency (nominal);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1417,052;1560,569;1344,801;1305,233;1614,242;2249,68;1987,856;1400,322;..;..;..
